X,Y,id,origine,nature,toponyme,importance,icon_url
55.2803213153744,-21.1525510131686,PAICULOI0000000001698152,Orthophotographie,Mus̩e,NR,NR,./0.png
55.3351204227634,-21.2620411726951,PAICULOI0000000000008371,BDTopo,Camping,NR,NR,./0.png
55.4885836140925,-20.8878862079327,PAICULOI0000000000008345,BDTopo,Parc zoologique,NR,NR,./0.png
55.4981696002805,-20.8935280565942,PAICULOI0000000000384463,Orthophotographie,Parc des expositions,NR,NR,./0.png
55.4558176713904,-21.2455473338873,PAICULOI0000000000008368,BDTopo,Habitation troglodytique,NR,NR,./0.png
55.2313087164465,-21.0902783284971,PAICULOI0000000000008351,BDTopo,Camping,NR,NR,./0.png
55.3342891677122,-21.2622696100194,PAICULOI0000000000008372,BDTopo,Village de vacances,NR,NR,./0.png
55.537374368983,-21.2365493529133,PAICULOI0000000000008366,BDTopo,Village de vacances,NR,NR,./0.png
55.5346610731916,-21.2036819238613,PAICULOI0000000000008361,BDTopo,Village de vacances,NR,NR,./0.png
55.5383789821097,-21.2003880987117,PAICULOI0000000000008360,BDTopo,Village de vacances,NR,NR,./0.png
55.6998949482249,-21.0032782717263,PAICULOI0000000000008346,BDTopo,Camping,NR,NR,./0.png
55.3078484267597,-20.9421942636526,PAICULOI0000000000387956,Orthophotographie,Parc des expositions,NR,NR,./0.png
55.2914373447039,-20.9829947856737,PAICULOI0000000000386837,Orthophotographie,Parc des expositions,NR,NR,./0.png
55.6490346944053,-21.2016896910927,PAICULOI0000000000008358,BDNyme,Monument,st̬le jos̩mont lauret,"8",./0.png
55.4367577884059,-21.0923451296979,PAICULOI0000000000008350,BDNyme,Monument,st̬le joset ̩th̬ve,"8",./0.png
55.310547932569,-20.9864841776029,PAICULOI0000000000008347,BDNyme,Construction,le fond du d̩boul̩,"8",./0.png
55.4735659147304,-21.130645773543,PAICULOI0000000000008356,BDNyme,Construction,h̫tel des thermes,"8",./0.png
55.4499090350662,-20.8833683431812,PAICULOI0000000000008343,BDTopo,Mus̩e,NR,NR,./0.png
55.574555655785,-21.2028535298744,PAICULOI0000000000008359,BDTopo,Mus̩e,NR,NR,./0.png
55.2249898057271,-21.054574334389,PAICULOI0000000001698159,Orthophotographie,Parc zoologique,NR,NR,./0.png
55.2334396772135,-21.047906209095,PAICULOI0000000001698162,BDTopo,Construction,NR,NR,./0.png
55.5363043460284,-21.0610132164267,PAICULOI0000000000008348,BDNyme,Refuge,g̨te de b̩louve,"8",./0.png
55.5110578414294,-20.9133500220313,PAICULOI0000000000008344,BDNyme,Monument,la vierge noire,"7",./0.png
55.6620422895447,-20.9268242270104,PAICULOI0000000000389928,Orthophotographie,Parc de loisirs,parc du colosse,"8",./0.png
55.4479105391997,-20.8757161835574,PAICULOI0000000000753565,Orthophotographie,Espace public,NR,NR,./0.png
55.4638041992036,-20.8870339098731,PAICULOI0000000000753567,Orthophotographie,Espace public,NR,NR,./0.png
55.4470467245645,-20.8735412566974,PAICULOI0000000000753563,Orthophotographie,Espace public,NR,NR,./0.png
55.4477147804998,-20.8731597923991,PAICULOI0000000000753564,Orthophotographie,Espace public,NR,NR,./0.png
55.4875813282206,-20.8916966662005,PAICULOI0000000001090286,Orthophotographie,Espace public,NR,NR,./0.png
